"DBN","School Name","Budget","Total Enrollment","Budget Per Student","School Type","School Category","Street Address","City","State","Zip Code","Borough","Latitude","Longitude","Coordinates","Report Type","Report Grade","FL Percent","FRL Percent","Pre-K Demographics","K Demographics","Grade 1 Demographics","Grade 2 Demographics","Grade 3 Demographics","Grade 4 Demographics","Grade 5 Demographics","Grade 6 Demographics","Grade 7 Demographics","Grade 8 Demographics","Grade 9 Demographics","Grade 10 Demographics","Grade 11 Demographics","Grade 12 Demographics","Number of English Language Learners","Percent of English Language Learners","Number of Special Education Students","Percent of Special Education Students","Number of Collaborative Team Teaching Students","Number of Self-Contained Classroom Students","Number of Asian Students","Percent of Asian Students","Number of Black Students","Percent of Black Students","Number of Hispanic Students","Percent of Hispanic Students","Number of White Students","Percent of White Students","Number of Male Students","Percent of Male Students","Number of Female Students","Percent of Female Students","Number of Students in Cohort","Number of Graduation Students in Cohort","Percent of Graduation Students in Cohort","Number of Regents in Cohort","Total Regents - % of cohort","Total Regents - % of grads","Advanced Regents - n","Advanced Regents - % of cohort","Advanced Regents - % of grads","Regents without Advanced - n","Regents without Advanced - % of cohort","Regents without Advanced - % of grads","Local - n","Local - % of cohort","Local - % of grads","Still Enrolled - n","Still Enrolled - % of cohort","Dropped Out - n","Dropped Out - % of cohort","Number of Students Tested for ELA","ELA Mean Scale Score","Number of Students Scoring Level 1 in ELA","Percent of Students Scoring Level 1 in ELA","Number of Students Scoring Level 2 in ELA","Percent of Students Scoring Level 2 in ELA","Number of Students Scoring Level 3 in ELA","Percent of Students Scoring Level 3 in ELA","Number of Students Scoring Level 4 in ELA","Percent of Students Scoring Level 4 in ELA","Number of Students Tested for Math","Math Mean Scale Score","Number of Students Scoring Level 1 in Math","Percent of Students Scoring Level 1 in Math","Number of Students Scoring Level 2 in Math","Percent of Students Scoring Level 2 in Math","Number of Students Scoring Level 3 in Math","Percent of Students Scoring Level 3 in Math","Number of Students Scoring Level 4 in Math","Percent of Students Scoring Level 4 in Math"
"Q161","P.S. 161 Arthur Ashe School","6058824","810","7480.0296","General Academic","Elementary","101-33 124 STREET","QUEENS","NY","11419","Q","40.69042600000000","-73.82106499999999","[-73.82106499999999,40.690426]","EMS","A","0","92","30","111","106","101","123","113","115","111","0","0","0","0","0","0","82","10","101","13","55","4","553","68","78","10","146","18","27","3","436","54","374","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"446","0","20","5","151","33","240","53","35","8","451","0","5","1","76","16","215","47","155","34"
"Q162","P.S. 162 John Golden","4135283","704","5873.9815","General Academic","Elementary","201-02 53 AVENUE","QUEENS","NY","11364","Q","40.74839400000000","-73.77656499999999","[-73.77656499999999,40.748394]","EMS","B","0","52","0","111","106","110","123","126","128","0","0","0","0","0","0","0","79","11","48","7","0","0","464","66","13","2","62","9","159","23","376","53","328","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"369","0","13","4","87","23","208","56","61","16","373","0","0","0","36","10","132","35","205","55"
"Q163","P.S. 163 Flushing Heights","4626948","545","8489.8128","General Academic","Elementary","159-01 59 AVENUE","QUEENS","NY","11365","Q","40.74109300000000","-73.80875700000000","[-73.808757,40.741093]","EMS","B","0","78","29","98","89","95","88","82","64","0","0","0","0","0","0","0","138","25","62","11","9","27","405","74","11","2","85","16","35","6","285","52","260","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"220","0","22","10","82","37","93","42","23","10","230","0","21","9","51","22","79","34","79","34"
"Q164","P.S. 164 Queens Valley","5308227","634","8372.5978","General Academic","K-8","138-01 77 AVENUE","QUEENS","NY","11367","Q","40.72092610000000","-73.82335820000000","[-73.8233582,40.7209261]","EMS","A","0","76","31","49","52","51","61","71","85","68","79","87","0","0","0","0","90","14","109","17","39","31","162","26","62","10","187","30","217","34","297","47","337","53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"432","0","17","4","165","38","214","49","36","8","437","0","14","3","74","16","169","38","180","41"
"Q165","P.S. 165 Edith K. Bergtraum","7225908","598","12083.4582","General Academic","Elementary","70-35 150 STREET","QUEENS","NY","11367","Q","40.72974300000000","-73.81695700000000","[-73.816957,40.729743]","EMS","B","0","73","48","88","92","101","87","96","86","0","0","0","0","0","0","0","95","15","123","21","67","13","244","41","94","16","125","21","133","22","322","54","276","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"264","0","25","10","81","30","105","39","53","20","265","0","9","3","70","26","81","30","105","40"
"Q166","P.S. 166 Henry Gradstein","9025425","1076","8387.9414","General Academic","Elementary","33-09 35 AVENUE","QUEENS","NY","11106","Q","40.75739189999999","-73.92636120000000","[-73.9263612,40.75739189999999]","EMS","B","0","90","72","168","173","147","195","170","151","0","0","0","0","0","0","0","314","29","182","17","28","81","300","28","47","4","522","49","186","17","565","53","511","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"494","0","48","10","167","33","201","40","78","15","502","0","30","6","159","31","169","33","144","29"
"Q169","P.S. 169 Bay Terrace","3761900","383","9822.1932","General Academic","Elementary","18-25 212 STREET","QUEENS","NY","11360","Q","40.78234590000000","-73.77844000000000","[-73.77844,40.7823459]","EMS","C","0","32","34","56","58","50","66","48","71","0","0","0","0","0","0","0","33","9","68","18","13","24","118","31","11","3","46","12","190","50","194","51","189","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","0","12","7","56","31","80","44","30","16","180","0","8","4","31","17","73","40","68","38"
"Q171","P.S. 171 Peter G. Van Alst","6356327","650","9778.9646","General Academic","Elementary","14-14 29 AVENUE","QUEENS","NY","11102","Q","40.77109820000000","-73.92946210000001","[-73.92946210000001,40.7710982]","EMS","C","0","95","58","95","99","87","107","105","99","0","0","0","0","0","0","0","133","20","92","14","58","13","155","24","123","19","303","47","68","11","327","50","323","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"296","0","55","18","145","49","82","27","14","5","311","0","29","9","130","41","111","35","41","13"
"Q172","Irwin Altman Middle School 172","6988841","1028","6798.4835","General Academic","Junior High-Intermediate-Middle","81-14 257 STREET","QUEENS","NY","11004","Q","40.74206690000000","-73.71302220000000","[-73.7130222,40.7420669]","EMS","B","0","49","0","0","0","0","0","0","0","311","356","361","0","0","0","0","41","4","133","13","33","34","564","55","127","12","160","16","174","17","529","52","499","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1006","0","26","3","294","29","580","57","106","10","1015","0","18","2","190","18","379","37","428","42"
"Q173","P.S. 173 Fresh Meadows","5477663","800","6847.0788","General Academic","Elementary","174-10 67 AVENUE","QUEENS","NY","11365","Q","40.73419060000000","-73.79534550000000","[-73.7953455,40.7341906]","EMS","A","0","56","47","135","135","117","123","134","109","0","0","0","0","0","0","0","91","11","80","10","1","29","514","64","16","2","57","7","203","25","414","52","386","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"362","0","12","3","59","16","198","54","93","25","367","0","4","1","25","7","112","30","226","62"
"Q174","P.S. 174 William Sidney Mount","4735423","614","7712.4153","General Academic","Elementary","65-10 DIETERLE CRESCENT","QUEENS","NY","11374","Q","40.72057200000000","-73.86147100000000","[-73.861471,40.720572]","EMS","B","0","47","34","97","100","85","58","95","78","67","0","0","0","0","0","0","104","16","91","15","42","29","226","37","21","3","120","20","229","37","304","50","310","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"290","0","31","10","77","26","131","45","51","17","293","0","25","9","65","22","83","28","120","41"
"Q175","P.S. 175 The Lynn Gross Discovery School","5010419","705","7106.9773","General Academic","Elementary","64-35 102 STREET","QUEENS","NY","11374","Q","40.73100500000000","-73.85218900000000","[-73.852189,40.731005]","EMS","A","0","70","0","141","131","120","96","112","105","0","0","0","0","0","0","0","45","6","121","17","0","52","104","15","16","2","96","14","478","68","377","54","328","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"301","0","15","5","73","24","147","48","66","21","309","0","3","1","53","17","108","35","145","47"
"Q176","P.S. 176 Cambria Heights","5232501","760","6884.8697","General Academic","Elementary","120-45 235 STREET","QUEENS","NY","11411","Q","40.68539940000001","-73.73002600000000","[-73.730026,40.68539940000001]","EMS","C","0","87","18","100","117","127","115","141","142","0","0","0","0","0","0","0","11","1","63","8","17","10","16","2","703","93","14","2","15","2","351","46","409","54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","0","33","8","143","35","190","47","34","9","402","0","26","7","133","33","158","39","85","21"
"Q178","P.S./ IS 178 Holliswood","3944155","500","7888.3100","General Academic","K-8","189-10 RADNOR ROAD","QUEENS","NY","11423","Q","40.72440080000000","-73.77747510000000","[-73.7774751,40.7244008]","EMS","B","0","41","18","45","52","47","46","56","63","62","47","64","0","0","0","0","23","5","54","11","1","18","123","25","48","10","60","12","263","53","278","56","222","44",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"336","0","16","5","94","28","180","53","46","13","343","0","8","2","50","14","137","39","148","43"
"Q181","P.S. 181 Brookfield","3759359","436","8622.3830","General Academic","Elementary","148-15 230 STREET","QUEENS","NY","11413","Q","40.65620330000000","-73.75312860000000","[-73.7531286,40.6562033]","EMS","C","0","83","33","54","67","75","64","69","74","0","0","0","0","0","0","0","16","4","69","16","6","38","4","1","382","88","22","5","12","3","256","59","180","41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"214","0","49","22","111","51","49","22","5","2","216","0","44","20","113","52","41","19","18","8"
"Q182","P.S. 182 Samantha Smith","7263835","865","8397.4971","General Academic","Early Childhood","153-27 88TH AVENUE","QUEENS","NY","11432","Q","40.70650160000000","-73.80320520000000","[-73.8032052,40.7065016]","EC","D","0","95","88","256","271","250","0","0","0","0","0","0","0","0","0","0","359","41","76","9","22","28","325","38","101","12","389","45","28","3","426","49","439","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Q183","P.S. 183 Dr. Richard R. Green","5823311","675","8627.1274","General Academic","K-8","2-45 BEACH 79 STREET","QUEENS","NY","11693","Q","40.58893570000000","-73.80528210000000","[-73.8052821,40.5889357]","EMS","B","0","92","18","81","93","63","77","66","75","70","54","78","0","0","0","0","37","6","116","17","22","58","26","4","432","64","172","26","34","5","345","51","330","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"407","0","71","17","199","48","120","29","17","4","409","0","61","14","174","42","121","29","53","13"
"Q184","P.S. 184 Flushing Manor","3719724","471","7897.5032","General Academic","Elementary","163-15 21 ROAD","QUEENS","NY","11357","Q","40.78010320000000","-73.82470370000000","[-73.8247037,40.7801032]","EMS","A","0","41","36","79","76","69","71","76","64","0","0","0","0","0","0","0","37","8","73","16","33","0","130","28","6","1","74","16","254","54","230","49","241","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"207","0","2","1","53","25","121","58","31","15","213","0","2","1","32","15","91","42","88","41"
"Q185","J.H.S. 185 Edward Bleeker","7756494","1070","7249.0598","General Academic","Junior High-Intermediate-Middle","147-26 25 DRIVE","QUEENS","NY","11354","Q","40.77524650000000","-73.81938939999999","[-73.81938939999999,40.7752465]","EMS","A","0","78","0","0","0","0","0","0","0","354","352","364","0","0","0","0","159","14","127","12","40","33","481","45","61","6","326","31","202","19","581","54","489","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1023","0","71","7","373","36","479","46","100","10","1087","0","33","3","219","20","385","35","450","41"
"Q186","P.S. 186 Castlewood","5008905","345","14518.5652","General Academic","Elementary","252-12 72 AVENUE","QUEENS","NY","11426","Q","40.74996650000000","-73.72171610000000","[-73.7217161,40.7499665]","EMS","B","0","31","30","65","50","55","55","52","38","0","0","0","0","0","0","0","3","1","87","25","63","12","130","38","32","9","71","21","101","29","177","51","168","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"135","0","7","5","33","24","66","48","29","21","136","0","4","3","16","11","45","33","71","52"
"Q188","P.S. 188 Kingsbury","3664368","543","6748.3757","General Academic","Elementary","218-12 HARTLAND AVENUE","QUEENS","NY","11364","Q","40.73603000000000","-73.75397199999999","[-73.75397199999999,40.73603]","EMS","A","0","21","36","93","85","80","92","86","71","0","0","0","0","0","0","0","23","4","55","10","8","12","289","53","19","4","48","9","175","32","298","55","245","45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"248","0","2","1","21","9","132","53","93","37","249","0","1","0","8","3","58","23","182","73"
"Q189","J.H.S. 189 Daniel Carter Beard","5729360","754","7598.6207","General Academic","Junior High-Intermediate-Middle","144-80 BARCLAY AVENUE","QUEENS","NY","11355","Q","40.76034710000000","-73.81790930000000","[-73.8179093,40.7603471]","EMS","B","0","89","0","0","0","0","0","0","0","234","265","255","0","0","0","0","266","35","82","11","12","30","505","67","16","2","198","26","34","5","398","53","356","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"677","0","130","19","259","38","238","35","50","7","792","0","58","7","225","28","308","38","201","25"
"Q190","J.H.S. 190 Russell Sage","5665696","870","6512.2943","General Academic","Junior High-Intermediate-Middle","68-17 AUSTIN STREET","QUEENS","NY","11375","Q","40.72301380000000","-73.85184550000000","[-73.8518455,40.7230138]","EMS","C","0","51","0","0","0","0","0","0","0","80","368","367","55","0","0","0","77","9","112","13","26","29","293","34","67","8","217","25","292","34","470","54","400","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"797","0","54","7","269","33","369","46","105","13","816","0","51","6","220","27","247","30","298","37"
"Q191","P.S. 191 Mayflower","2566697","366","7012.8333","General Academic","Elementary","85-15 258 STREET","QUEENS","NY","11001","Q","40.73429500000000","-73.70912270000000","[-73.7091227,40.734295]","EMS","A","0","46","34","66","58","58","44","47","59","0","0","0","0","0","0","0","50","13","37","10","0","10","256","70","18","5","22","6","62","17","196","54","170","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"152","0","1","1","22","14","100","65","29","19","152","0","0","0","11","7","58","38","83","55"
"Q192","I.S. 192 The Linden","5761110","746","7722.6676","General Academic","Junior High-Intermediate-Middle","109-89 204 STREET","QUEENS","NY","11412","Q","40.70676420000000","-73.75379620000000","[-73.7537962,40.7067642]","EMS","B","0","72","0","0","0","0","0","0","0","248","254","244","0","0","0","0","31","4","162","22","31","60","12","2","673","90","53","7","3","0","362","49","384","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"735","0","161","21","397","54","169","23","8","1","741","0","139","18","412","55","156","21","34","5"
"Q193","P.S. 193 Alfred J. Kennedy","4295203","507","8471.8008","General Academic","Elementary","152-20 11 AVENUE","QUEENS","NY","11357","Q","40.79248680000000","-73.80955420000000","[-73.8095542,40.7924868]","EMS","C","0","28","53","66","72","72","74","79","91","0","0","0","0","0","0","0","44","9","69","14","20","17","98","19","4","1","67","13","335","66","258","51","249","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"245","0","13","5","75","30","119","48","38","15","250","0","6","2","67","26","93","37","84","34"
"Q194","J.H.S. 194 William Carr","6306685","1128","5591.0328","General Academic","Junior High-Intermediate-Middle","154-60 17 AVENUE","QUEENS","NY","11357","Q","40.78322000000000","-73.80697700000000","[-73.806977,40.78322]","EMS","A","0","44","0","0","0","0","0","0","0","387","374","367","0","0","0","0","78","7","144","13","54","31","349","31","20","2","266","24","489","43","603","54","525","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1101","0","45","4","337","30","582","52","137","12","1118","0","9","1","166","14","404","36","539","48"
"Q195","P.S. 195 William Haberle","6302390","695","9068.1871","General Academic","Elementary","253-50 149 AVENUE","QUEENS","NY","11422","Q","40.65263400000000","-73.73560800000000","[-73.735608,40.652634]","EMS","D","0","91","54","74","95","126","128","119","99","0","0","0","0","0","0","0","8","1","107","15","27","52","16","2","606","87","39","6","21","3","347","50","348","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"349","0","73","20","150","43","108","30","18","5","354","0","51","14","157","44","108","30","38","11"
"Q196","P.S. 196 Grand Central Parkway","3758263","645","5826.7643","General Academic","Elementary","71-25 113 STREET","QUEENS","NY","11375","Q","40.72281200000000","-73.83735700000000","[-73.837357,40.722812]","EMS","A","0","23","0","91","92","120","114","140","88","0","0","0","0","0","0","0","46","7","66","10","0","10","278","43","17","3","75","12","274","43","331","51","314","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"336","0","3","1","37","11","167","49","129","38","342","0","2","1","14","4","94","27","232","68"
"Q197","P.S. 197 The Ocean School","5739174","513","11187.4737","General Academic","Elementary","825 HICKSVILLE ROAD","QUEENS","NY","11691","Q","40.60020140000000","-73.74182090000000","[-73.7418209,40.6002014]","EMS","A","0","97","18","72","92","70","72","66","61","62","0","0","0","0","0","0","61","11","98","19","24","58","10","2","280","55","209","41","6","1","269","52","244","48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"261","0","63","24","124","47","66","25","8","3","267","0","35","13","113","42","97","36","22","8"
"Q199","P.S. 199 Maurice A. Fitzgerald","7727855","1021","7568.9079","General Academic","Elementary","39-20 48 AVENUE","QUEENS","NY","11104","Q","40.74007110000000","-73.92615049999999","[-73.92615049999999,40.7400711]","EMS","B","0","87","0","198","223","208","202","190","0","0","0","0","0","0","0","0","486","47","100","10","30","25","312","31","10","1","624","61","69","7","511","50","510","50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"380","0","53","13","156","41","145","38","26","7","396","0","34","9","108","27","153","38","101","26"
"Q200","PS/MS 200 - The Pomonok School & STAR Academy","5127125","480","10681.5104","General Academic","K-8","70-10 164 STREET","QUEENS","NY","11365","Q","40.73106700000000","-73.80575800000000","[-73.805758,40.731067]","EMS","B","0","73","31","60","41","49","41","49","51","55","49","54","0","0","0","0","35","7","115","24","63","20","79","17","89","19","153","32","149","31","235","49","245","51",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"305","0","33","10","131","43","115","37","26","9","307","0","19","6","121","39","101","32","66","22"
"Q201","P.S. 201 The Discovery School for Inquiry and Research","5916268","446","13265.1749","General Academic","Elementary","65-11 155 STREET","QUEENS","NY","11367","Q","40.73652100000000","-73.81300100000000","[-73.813001,40.736521]","EMS","A","0","89","36","84","46","58","71","78","73","0","0","0","0","0","0","0","50","11","111","25","36","48","71","16","198","44","137","31","36","8","237","53","209","47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"204","0","29","14","107","52","55","27","13","6","204","0","10","5","104","51","69","33","21","10"
